|dates|Bourbon_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bourbon_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bourbon_Kansas_UnitedStates.Male_Total_Population.data|Bourbon_Kansas_UnitedStates.Male_Total_Population.missing|Bourbon_Kansas_UnitedStates.Female_Total_Population.data|Bourbon_Kansas_UnitedStates.Female_Total_Population.missing|Bourbon_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Bourbon_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2889.0|0|7242.0|0|7411.0|0|3764.0|0
