|dates|St.Francis_Arkansas_UnitedStates.BLS_EmployedPopulation.data|St.Francis_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|St.Francis_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|St.Francis_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|St.Francis_Arkansas_UnitedStates.BLS_UnemploymentRate.data|St.Francis_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|St.Francis_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|St.Francis_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
