|dates|Oglethorpe_Georgia_UnitedStates.BLS_EmployedPopulation.data|Oglethorpe_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Oglethorpe_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Oglethorpe_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Oglethorpe_Georgia_UnitedStates.BLS_UnemploymentRate.data|Oglethorpe_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Oglethorpe_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Oglethorpe_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-02|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-03|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-04|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-05|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-06|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-07|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-08|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-09|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-10|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-11|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-12|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-13|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-14|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-15|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-16|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-17|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-18|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-19|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-20|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-21|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-22|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-23|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-24|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-25|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-26|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-27|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-28|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-29|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-30|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-01-31|6901.5|0|234.0|0|3.2793777590918647|0|7135.5|0
0|2020-02-01|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-02|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-03|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-04|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-05|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-06|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-07|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-08|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-09|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-10|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-11|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-12|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-13|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-14|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-15|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-16|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-17|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-18|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-19|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-20|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-21|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-22|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-23|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-24|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-25|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
0|2020-02-26|6929.5|0|227.5|0|3.178706161799637|0|7157.0|0
