|dates|Sabine_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sabine_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sabine_Louisiana_UnitedStates.Male_Total_Population.data|Sabine_Louisiana_UnitedStates.Male_Total_Population.missing|Sabine_Louisiana_UnitedStates.Female_Total_Population.data|Sabine_Louisiana_UnitedStates.Female_Total_Population.missing|Sabine_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Sabine_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4980.0|0|11862.0|0|12170.0|0|5668.0|0
