|dates|Kalamazoo_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kalamazoo_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kalamazoo_Michigan_UnitedStates.Male_Total_Population.data|Kalamazoo_Michigan_UnitedStates.Male_Total_Population.missing|Kalamazoo_Michigan_UnitedStates.Female_Total_Population.data|Kalamazoo_Michigan_UnitedStates.Female_Total_Population.missing|Kalamazoo_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Kalamazoo_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39630.0|0|129661.0|0|135209.0|0|57311.0|0
