|dates|Newton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newton_Arkansas_UnitedStates.Male_Total_Population.data|Newton_Arkansas_UnitedStates.Male_Total_Population.missing|Newton_Arkansas_UnitedStates.Female_Total_Population.data|Newton_Arkansas_UnitedStates.Female_Total_Population.missing|Newton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Newton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2069.0|0|3954.0|0|3851.0|0|1502.0|0
