|dates|Boise_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boise_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boise_Idaho_UnitedStates.Male_Total_Population.data|Boise_Idaho_UnitedStates.Male_Total_Population.missing|Boise_Idaho_UnitedStates.Female_Total_Population.data|Boise_Idaho_UnitedStates.Female_Total_Population.missing|Boise_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Boise_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1919.0|0|3975.0|0|3659.0|0|1291.0|0
