|dates|Putnam_Illinois_UnitedStates.BLS_EmployedPopulation.data|Putnam_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Illinois_UnitedStates.BLS_UnemploymentRate.data|Putnam_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-02|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-03|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-04|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-05|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-06|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-07|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-08|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-09|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-10|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-11|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-12|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-13|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-14|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-15|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-16|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-17|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-18|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-19|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-20|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-21|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-22|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-23|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-24|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-25|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-26|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-27|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-28|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-29|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-30|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-01-31|2827.0|0|189.0|0|6.26657824933687|0|3016.0|0
0|2020-02-01|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-02|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-03|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-04|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-05|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-06|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-07|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-08|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-09|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-10|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-11|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-12|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-13|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-14|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-15|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-16|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-17|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
0|2020-02-18|2826.0|0|162.5|0|5.4375104567508785|0|2988.5|0
