|dates|Richland_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_NorthDakota_UnitedStates.Male_Total_Population.data|Richland_NorthDakota_UnitedStates.Male_Total_Population.missing|Richland_NorthDakota_UnitedStates.Female_Total_Population.data|Richland_NorthDakota_UnitedStates.Female_Total_Population.missing|Richland_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2904.0|0|8369.0|0|7870.0|0|3559.0|0
