|dates|Waupaca_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Waupaca_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Waupaca_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Waupaca_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Waupaca_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Waupaca_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Waupaca_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Waupaca_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-02|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-03|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-04|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-05|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-06|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-07|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-08|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-09|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-10|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-11|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-12|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-13|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-14|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-15|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-16|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-17|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-18|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-19|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-20|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-21|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-22|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-23|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-24|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-25|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-26|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-27|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-28|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-29|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-30|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-01-31|24629.5|0|1010.5|0|3.9411076443057724|0|25640.0|0
0|2020-02-01|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-02|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-03|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-04|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-05|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-06|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-07|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-08|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-09|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-10|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-11|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-12|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-13|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-14|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-15|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-16|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-17|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-18|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-19|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-20|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-21|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-22|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-23|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-24|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-25|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-26|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-27|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-28|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
0|2020-02-29|24503.5|0|933.5|0|3.669851004442348|0|25437.0|0
