|dates|Mason_Michigan_UnitedStates.BLS_EmployedPopulation.data|Mason_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Mason_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Mason_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Mason_Michigan_UnitedStates.BLS_UnemploymentRate.data|Mason_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Mason_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Mason_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-02|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-03|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-04|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-05|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-06|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-07|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-08|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-09|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-10|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-11|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-12|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-13|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-14|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-15|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-16|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-17|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-18|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-19|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-20|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-21|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-22|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-23|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-24|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-25|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-26|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-27|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-28|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-29|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-30|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-01-31|12313.0|0|789.5|0|6.025567639763404|0|13102.5|0
0|2020-02-01|12407.0|0|691.0|0|5.275614597648496|0|13098.0|0
0|2020-02-02|12407.0|0|691.0|0|5.275614597648496|0|13098.0|0
0|2020-02-03|12407.0|0|691.0|0|5.275614597648496|0|13098.0|0
0|2020-02-04|12407.0|0|691.0|0|5.275614597648496|0|13098.0|0
