|dates|SantaCruz_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaCruz_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaCruz_California_UnitedStates.Male_Total_Population.data|SantaCruz_California_UnitedStates.Male_Total_Population.missing|SantaCruz_California_UnitedStates.Female_Total_Population.data|SantaCruz_California_UnitedStates.Female_Total_Population.missing|SantaCruz_California_UnitedStates.MaleAndFemale_Under18_Population.data|SantaCruz_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|45127.0|0|135725.0|0|138530.0|0|52852.0|0
