|dates|GrandIsle_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GrandIsle_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GrandIsle_Vermont_UnitedStates.Male_Total_Population.data|GrandIsle_Vermont_UnitedStates.Male_Total_Population.missing|GrandIsle_Vermont_UnitedStates.Female_Total_Population.data|GrandIsle_Vermont_UnitedStates.Female_Total_Population.missing|GrandIsle_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|GrandIsle_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1475.0|0|3578.0|0|3512.0|0|1278.0|0
