|dates|Hernando_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hernando_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hernando_Florida_UnitedStates.Male_Total_Population.data|Hernando_Florida_UnitedStates.Male_Total_Population.missing|Hernando_Florida_UnitedStates.Female_Total_Population.data|Hernando_Florida_UnitedStates.Female_Total_Population.missing|Hernando_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hernando_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52412.0|0|91975.0|0|98890.0|0|34957.0|0
