|dates|Mineral_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mineral_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mineral_Nevada_UnitedStates.Male_Total_Population.data|Mineral_Nevada_UnitedStates.Male_Total_Population.missing|Mineral_Nevada_UnitedStates.Female_Total_Population.data|Mineral_Nevada_UnitedStates.Female_Total_Population.missing|Mineral_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Mineral_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1114.0|0|2235.0|0|2279.0|0|888.0|0
