|dates|Pinal_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pinal_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pinal_Arizona_UnitedStates.Male_Total_Population.data|Pinal_Arizona_UnitedStates.Male_Total_Population.missing|Pinal_Arizona_UnitedStates.Female_Total_Population.data|Pinal_Arizona_UnitedStates.Female_Total_Population.missing|Pinal_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Pinal_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|91129.0|0|232917.0|0|214221.0|0|100778.0|0
