|dates|Rockdale_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockdale_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockdale_Georgia_UnitedStates.Male_Total_Population.data|Rockdale_Georgia_UnitedStates.Male_Total_Population.missing|Rockdale_Georgia_UnitedStates.Female_Total_Population.data|Rockdale_Georgia_UnitedStates.Female_Total_Population.missing|Rockdale_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Rockdale_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13059.0|0|42596.0|0|47998.0|0|22370.0|0
