|dates|KingandQueen_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KingandQueen_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KingandQueen_Virginia_UnitedStates.Male_Total_Population.data|KingandQueen_Virginia_UnitedStates.Male_Total_Population.missing|KingandQueen_Virginia_UnitedStates.Female_Total_Population.data|KingandQueen_Virginia_UnitedStates.Female_Total_Population.missing|KingandQueen_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|KingandQueen_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1612.0|0|3567.0|0|3475.0|0|1236.0|0
