|dates|Conway_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Conway_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Conway_Arkansas_UnitedStates.Male_Total_Population.data|Conway_Arkansas_UnitedStates.Male_Total_Population.missing|Conway_Arkansas_UnitedStates.Female_Total_Population.data|Conway_Arkansas_UnitedStates.Female_Total_Population.missing|Conway_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Conway_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4095.0|0|10260.0|0|10631.0|0|4712.0|0
