|dates|Cole_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cole_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cole_Missouri_UnitedStates.Male_Total_Population.data|Cole_Missouri_UnitedStates.Male_Total_Population.missing|Cole_Missouri_UnitedStates.Female_Total_Population.data|Cole_Missouri_UnitedStates.Female_Total_Population.missing|Cole_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Cole_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12734.0|0|38795.0|0|38001.0|0|17106.0|0
