|dates|Okanogan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Okanogan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Okanogan_Washington_UnitedStates.Male_Total_Population.data|Okanogan_Washington_UnitedStates.Male_Total_Population.missing|Okanogan_Washington_UnitedStates.Female_Total_Population.data|Okanogan_Washington_UnitedStates.Female_Total_Population.missing|Okanogan_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Okanogan_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9094.0|0|21211.0|0|20921.0|0|9769.0|0
