|dates|McLeod_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLeod_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLeod_Minnesota_UnitedStates.Male_Total_Population.data|McLeod_Minnesota_UnitedStates.Male_Total_Population.missing|McLeod_Minnesota_UnitedStates.Female_Total_Population.data|McLeod_Minnesota_UnitedStates.Female_Total_Population.missing|McLeod_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|McLeod_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6716.0|0|17925.0|0|17948.0|0|8254.0|0
