|dates|CerroGordo_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CerroGordo_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CerroGordo_Iowa_UnitedStates.Male_Total_Population.data|CerroGordo_Iowa_UnitedStates.Male_Total_Population.missing|CerroGordo_Iowa_UnitedStates.Female_Total_Population.data|CerroGordo_Iowa_UnitedStates.Female_Total_Population.missing|CerroGordo_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|CerroGordo_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9286.0|0|20870.0|0|21777.0|0|8819.0|0
