|dates|Caldwell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caldwell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caldwell_NorthCarolina_UnitedStates.Male_Total_Population.data|Caldwell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Caldwell_NorthCarolina_UnitedStates.Female_Total_Population.data|Caldwell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Caldwell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Caldwell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16302.0|0|40637.0|0|41392.0|0|16490.0|0
