|dates|Price_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Price_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Price_Wisconsin_UnitedStates.Male_Total_Population.data|Price_Wisconsin_UnitedStates.Male_Total_Population.missing|Price_Wisconsin_UnitedStates.Female_Total_Population.data|Price_Wisconsin_UnitedStates.Female_Total_Population.missing|Price_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Price_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3437.0|0|6820.0|0|6577.0|0|2427.0|0
