|dates|Lenawee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lenawee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lenawee_Michigan_UnitedStates.Male_Total_Population.data|Lenawee_Michigan_UnitedStates.Male_Total_Population.missing|Lenawee_Michigan_UnitedStates.Female_Total_Population.data|Lenawee_Michigan_UnitedStates.Female_Total_Population.missing|Lenawee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Lenawee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18645.0|0|49663.0|0|48603.0|0|20713.0|0
