|dates|Lucas_Ohio_UnitedStates.BLS_EmployedPopulation.data|Lucas_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Lucas_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Lucas_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Lucas_Ohio_UnitedStates.BLS_UnemploymentRate.data|Lucas_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Lucas_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Lucas_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-02|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-03|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-04|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-05|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-06|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-07|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-08|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-09|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-10|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-11|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-12|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-13|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-14|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-15|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-16|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-17|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-18|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-19|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-20|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-21|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-22|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-23|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-24|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-25|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-26|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-27|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-28|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-29|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-30|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-01-31|197752.0|0|11817.0|0|5.638715649738272|0|209569.0|0
0|2020-02-01|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-02|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-03|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-04|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-05|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-06|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-07|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-08|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-09|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-10|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-11|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-12|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-13|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-14|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-15|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-16|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-17|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-18|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-19|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-20|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-21|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-22|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-23|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-24|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-25|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-26|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-27|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-28|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-02-29|200617.5|0|10826.0|0|5.1200438887929876|0|211443.5|0
0|2020-03-01|197639.5|0|12598.5|0|5.992494220835434|0|210238.0|0
0|2020-03-02|197639.5|0|12598.5|0|5.992494220835434|0|210238.0|0
0|2020-03-03|197639.5|0|12598.5|0|5.992494220835434|0|210238.0|0
0|2020-03-04|197639.5|0|12598.5|0|5.992494220835434|0|210238.0|0
0|2020-03-05|197639.5|0|12598.5|0|5.992494220835434|0|210238.0|0
