|dates|Clinton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Pennsylvania_UnitedStates.Male_Total_Population.data|Clinton_Pennsylvania_UnitedStates.Male_Total_Population.missing|Clinton_Pennsylvania_UnitedStates.Female_Total_Population.data|Clinton_Pennsylvania_UnitedStates.Female_Total_Population.missing|Clinton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7232.0|0|19036.0|0|19648.0|0|7814.0|0
