|dates|Pike_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Pennsylvania_UnitedStates.Male_Total_Population.data|Pike_Pennsylvania_UnitedStates.Male_Total_Population.missing|Pike_Pennsylvania_UnitedStates.Female_Total_Population.data|Pike_Pennsylvania_UnitedStates.Female_Total_Population.missing|Pike_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12741.0|0|28368.0|0|27565.0|0|10041.0|0
