|dates|Elk_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elk_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elk_Pennsylvania_UnitedStates.Male_Total_Population.data|Elk_Pennsylvania_UnitedStates.Male_Total_Population.missing|Elk_Pennsylvania_UnitedStates.Female_Total_Population.data|Elk_Pennsylvania_UnitedStates.Female_Total_Population.missing|Elk_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Elk_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6640.0|0|15145.0|0|15024.0|0|5870.0|0
