|dates|Butler_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Kansas_UnitedStates.Male_Total_Population.data|Butler_Kansas_UnitedStates.Male_Total_Population.missing|Butler_Kansas_UnitedStates.Female_Total_Population.data|Butler_Kansas_UnitedStates.Female_Total_Population.missing|Butler_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10129.0|0|33594.0|0|33171.0|0|16996.0|0
