|dates|Leon_Florida_UnitedStates.BLS_EmployedPopulation.data|Leon_Florida_UnitedStates.BLS_EmployedPopulation.missing|Leon_Florida_UnitedStates.BLS_UnemployedPopulation.data|Leon_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Leon_Florida_UnitedStates.BLS_UnemploymentRate.data|Leon_Florida_UnitedStates.BLS_UnemploymentRate.missing|Leon_Florida_UnitedStates.BLS_LaborForcePopulation.data|Leon_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-02|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-03|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-04|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-05|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-06|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-07|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-08|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-09|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-10|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-11|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-12|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-13|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-14|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-15|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-16|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-17|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-18|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-19|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-20|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-21|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-22|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-23|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-24|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-25|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-26|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-27|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-28|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-29|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-30|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-01-31|151115.0|0|5206.5|0|3.3306359010116973|0|156321.5|0
0|2020-02-01|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-02|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-03|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-04|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-05|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-06|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-07|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-08|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-09|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-10|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-11|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-12|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-13|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-14|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-15|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-16|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-17|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-18|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-19|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-20|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-21|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-22|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-23|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-24|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-25|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-26|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-27|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-28|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-02-29|152229.5|0|4586.5|0|2.9247653300683605|0|156816.0|0
0|2020-03-01|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-02|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-03|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-04|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-05|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-06|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-07|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-08|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-09|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-10|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-11|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-12|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-13|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-14|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-15|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-16|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-17|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-18|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
0|2020-03-19|149794.0|0|7129.0|0|4.542992423035502|0|156923.0|0
