|dates|Bronx_NewYork_UnitedStates.BLS_EmployedPopulation.data|Bronx_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Bronx_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Bronx_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Bronx_NewYork_UnitedStates.BLS_UnemploymentRate.data|Bronx_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Bronx_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Bronx_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-02|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-03|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-04|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-05|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-06|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-07|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-08|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-09|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-10|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-11|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-12|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-13|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-14|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-15|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-16|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-17|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-18|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-19|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-20|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-21|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-22|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-23|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-24|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-25|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-26|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-27|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-28|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-29|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-30|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-01-31|564641.5|0|30280.0|0|5.089747134706007|0|594921.5|0
0|2020-02-01|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-02|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-03|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-04|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-05|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-06|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-07|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-08|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-09|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-10|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-11|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-12|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-13|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-14|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-15|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-16|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-17|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-18|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-19|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-20|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-21|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-22|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-23|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-24|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-25|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-26|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-27|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-28|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-02-29|571055.0|0|29330.5|0|4.885277875631574|0|600385.5|0
0|2020-03-01|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-02|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-03|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-04|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-05|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-06|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-07|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-08|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-09|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-10|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-11|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-12|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-13|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-14|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-15|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-16|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
0|2020-03-17|557243.0|0|33054.5|0|5.599634082814174|0|590297.5|0
