|dates|Fulton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Fulton_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1512.0|0|0.0|100|51.0|0|0.0|100
