|dates|Hall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hall_Texas_UnitedStates.Male_Total_Population.data|Hall_Texas_UnitedStates.Male_Total_Population.missing|Hall_Texas_UnitedStates.Female_Total_Population.data|Hall_Texas_UnitedStates.Female_Total_Population.missing|Hall_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hall_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|701.0|0|1499.0|0|1529.0|0|694.0|0
