|dates|Martin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martin_Kentucky_UnitedStates.Male_Total_Population.data|Martin_Kentucky_UnitedStates.Male_Total_Population.missing|Martin_Kentucky_UnitedStates.Female_Total_Population.data|Martin_Kentucky_UnitedStates.Female_Total_Population.missing|Martin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Martin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1881.0|0|6219.0|0|5104.0|0|2220.0|0
