|dates|Monongalia_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monongalia_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monongalia_WestVirginia_UnitedStates.Male_Total_Population.data|Monongalia_WestVirginia_UnitedStates.Male_Total_Population.missing|Monongalia_WestVirginia_UnitedStates.Female_Total_Population.data|Monongalia_WestVirginia_UnitedStates.Female_Total_Population.missing|Monongalia_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Monongalia_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13448.0|0|54938.0|0|51482.0|0|17326.0|0
