|dates|Monroe_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Monroe_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Monroe_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Monroe_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Monroe_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Monroe_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Monroe_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-02|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-03|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-04|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-05|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-06|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-07|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-08|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-09|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-10|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-11|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-12|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-13|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-14|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-15|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-16|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-17|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-18|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-19|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-20|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-21|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-22|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-23|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-24|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-25|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-26|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-27|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-28|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-29|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-30|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-01-31|19447.0|0|882.0|0|4.33862954400118|0|20329.0|0
0|2020-02-01|19527.0|0|839.5|0|4.121964991530209|0|20366.5|0
0|2020-02-02|19527.0|0|839.5|0|4.121964991530209|0|20366.5|0
0|2020-02-03|19527.0|0|839.5|0|4.121964991530209|0|20366.5|0
0|2020-02-04|19527.0|0|839.5|0|4.121964991530209|0|20366.5|0
0|2020-02-05|19527.0|0|839.5|0|4.121964991530209|0|20366.5|0
