|dates|Franklin_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Nebraska_UnitedStates.Male_Total_Population.data|Franklin_Nebraska_UnitedStates.Male_Total_Population.missing|Franklin_Nebraska_UnitedStates.Female_Total_Population.data|Franklin_Nebraska_UnitedStates.Female_Total_Population.missing|Franklin_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|853.0|0|1488.0|0|1535.0|0|586.0|0
