|dates|Mayes_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mayes_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mayes_Oklahoma_UnitedStates.Male_Total_Population.data|Mayes_Oklahoma_UnitedStates.Male_Total_Population.missing|Mayes_Oklahoma_UnitedStates.Female_Total_Population.data|Mayes_Oklahoma_UnitedStates.Female_Total_Population.missing|Mayes_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Mayes_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7576.0|0|20539.0|0|20568.0|0|9598.0|0
