|dates|Lincoln_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Wisconsin_UnitedStates.Male_Total_Population.data|Lincoln_Wisconsin_UnitedStates.Male_Total_Population.missing|Lincoln_Wisconsin_UnitedStates.Female_Total_Population.data|Lincoln_Wisconsin_UnitedStates.Female_Total_Population.missing|Lincoln_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5949.0|0|14029.0|0|13660.0|0|5047.0|0
