|dates|Robertson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Robertson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Robertson_Kentucky_UnitedStates.Male_Total_Population.data|Robertson_Kentucky_UnitedStates.Male_Total_Population.missing|Robertson_Kentucky_UnitedStates.Female_Total_Population.data|Robertson_Kentucky_UnitedStates.Female_Total_Population.missing|Robertson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Robertson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|460.0|0|1079.0|0|1056.0|0|440.0|0
