|dates|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|OutofNC_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|OutofNC_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
