|dates|KingWilliam_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KingWilliam_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KingWilliam_Virginia_UnitedStates.Male_Total_Population.data|KingWilliam_Virginia_UnitedStates.Male_Total_Population.missing|KingWilliam_Virginia_UnitedStates.Female_Total_Population.data|KingWilliam_Virginia_UnitedStates.Female_Total_Population.missing|KingWilliam_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|KingWilliam_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2728.0|0|8291.0|0|8648.0|0|3909.0|0
