|dates|Lake_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Montana_UnitedStates.Male_Total_Population.data|Lake_Montana_UnitedStates.Male_Total_Population.missing|Lake_Montana_UnitedStates.Female_Total_Population.data|Lake_Montana_UnitedStates.Female_Total_Population.missing|Lake_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6682.0|0|14927.0|0|15323.0|0|7062.0|0
