|dates|Hancock_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Maine_UnitedStates.Male_Total_Population.data|Hancock_Maine_UnitedStates.Male_Total_Population.missing|Hancock_Maine_UnitedStates.Female_Total_Population.data|Hancock_Maine_UnitedStates.Female_Total_Population.missing|Hancock_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13489.0|0|26549.0|0|28262.0|0|9364.0|0
