|dates|Jasper_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Iowa_UnitedStates.Male_Total_Population.data|Jasper_Iowa_UnitedStates.Male_Total_Population.missing|Jasper_Iowa_UnitedStates.Female_Total_Population.data|Jasper_Iowa_UnitedStates.Female_Total_Population.missing|Jasper_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7109.0|0|18996.0|0|18151.0|0|8346.0|0
