|dates|Lee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Texas_UnitedStates.Male_Total_Population.data|Lee_Texas_UnitedStates.Male_Total_Population.missing|Lee_Texas_UnitedStates.Female_Total_Population.data|Lee_Texas_UnitedStates.Female_Total_Population.missing|Lee_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3170.0|0|8609.0|0|8535.0|0|3750.0|0
