|dates|Benton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Arkansas_UnitedStates.Male_Total_Population.data|Benton_Arkansas_UnitedStates.Male_Total_Population.missing|Benton_Arkansas_UnitedStates.Female_Total_Population.data|Benton_Arkansas_UnitedStates.Female_Total_Population.missing|Benton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36557.0|0|135582.0|0|137026.0|0|71569.0|0
