|dates|Ashland_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Ashland_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Ashland_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Ashland_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Ashland_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Ashland_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Ashland_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Ashland_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|7034.0|0|396.0|0|5.329744279946164|0|7430.0|0
