|dates|Indiana_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Indiana_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Indiana_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Indiana_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Indiana_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Indiana_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Indiana_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Indiana_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-02|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-03|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-04|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-05|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-06|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-07|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-08|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-09|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-10|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-11|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-12|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-13|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-14|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-15|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-16|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-17|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-18|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-19|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-20|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-21|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-22|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-23|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-24|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-25|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-26|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-27|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-28|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-29|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-30|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-01-31|36049.0|0|2560.5|0|6.631787513435812|0|38609.5|0
0|2020-02-01|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-02|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-03|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-04|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-05|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-06|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-07|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-08|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-09|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-10|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-11|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-12|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-13|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
0|2020-02-14|37175.5|0|2451.0|0|6.185254816852359|0|39626.5|0
