|dates|Mahnomen_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Mahnomen_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Mahnomen_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Mahnomen_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Mahnomen_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Mahnomen_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Mahnomen_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Mahnomen_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1882.0|0|119.0|0|5.947026486756622|0|2001.0|0
