|dates|Elk_Kansas_UnitedStates.JHU_ConfirmedCases.data|Elk_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Elk_Kansas_UnitedStates.NYT_ConfirmedCases.data|Elk_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Elk_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Elk_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Elk_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Elk_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|219.0|0|0.0|100|5.0|0|0.0|100
