|dates|LosAlamos_NewMexico_UnitedStates.AveragePrecipitationTotal.data|LosAlamos_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|LosAlamos_NewMexico_UnitedStates.AveragePrecipitation.data|LosAlamos_NewMexico_UnitedStates.AveragePrecipitation.missing|LosAlamos_NewMexico_UnitedStates.AverageWindDirection.data|LosAlamos_NewMexico_UnitedStates.AverageWindDirection.missing|LosAlamos_NewMexico_UnitedStates.AverageWindSpeed.data|LosAlamos_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|75.0|0|2.5520833333333335|0
0|2020-01-02|0.0|0|0.0|0|83.90625|0|3.0625|0
0|2020-01-03|0.0|0|0.0|0|181.14583333333334|0|6.395833333333333|0
0|2020-01-04|0.0|0|0.0|0|51.5625|0|1.3958333333333333|0
0|2020-01-05|0.0|0|0.0|0|132.70833333333334|0|5.802083333333333|0
0|2020-01-06|0.0|0|0.0|0|91.30208333333333|0|4.385416666666667|0
0|2020-01-07|0.0|0|0.0|0|50.208333333333336|0|1.8333333333333333|0
0|2020-01-08|0.0|0|0.0|0|116.45833333333333|0|4.932291666666667|0
0|2020-01-09|0.0|0|0.0|0|167.08333333333334|0|6.010416666666667|0
0|2020-01-10|0.0|0|0.0|0|133.125|0|5.916666666666667|0
0|2020-01-11|0.0|0|0.0|0|113.95833333333333|0|4.09375|0
0|2020-01-12|0.0|0|0.0|0|161.04166666666666|0|6.270833333333333|0
0|2020-01-13|0.0|0|0.0|0|187.1875|0|8.46875|0
0|2020-01-14|0.0|0|0.0|0|133.54166666666666|0|7.072916666666667|0
0|2020-01-15|0.0|0|0.0|0|123.95833333333333|0|4.677083333333333|0
0|2020-01-16|0.0|0|0.008020833333333336|0|167.39583333333334|0|6.666666666666667|0
0|2020-01-17|0.005208333333333333|0|0.00010416666666666667|0|179.89583333333334|0|10.375|0
0|2020-01-18|0.0|0|0.0|0|87.8125|0|2.0625|0
0|2020-01-19|0.0|0|0.0|0|148.95833333333334|0|3.1354166666666665|0
0|2020-01-20|0.0|0|0.0|0|64.27083333333333|0|1.3020833333333333|0
0|2020-01-21|0.0|0|0.0|0|95.83333333333333|0|2.96875|0
0|2020-01-22|0.0|0|0.0|0|109.79166666666667|0|3.8125|0
0|2020-01-23|0.0|0|0.0|0|76.66666666666667|0|1.84375|0
0|2020-01-24|0.0|0|0.0|0|55.625|0|2.0833333333333335|0
0|2020-01-25|0.0|0|0.0|0|73.54166666666667|0|2.3333333333333335|0
0|2020-01-26|0.0|0|0.0|0|87.70833333333333|0|2.5625|0
0|2020-01-27|0.0|0|0.0|0|91.35416666666667|0|2.7395833333333335|0
0|2020-01-28|0.0|0|0.0|0|82.8125|0|3.8125|0
0|2020-01-29|0.0|0|0.0|0|119.6875|0|3.8541666666666665|0
0|2020-01-30|0.0|0|0.0|0|130.0|0|4.635416666666667|0
0|2020-01-31|0.0|0|0.0|0|143.33333333333334|0|4.614583333333333|0
0|2020-02-01|0.0|0|0.0|0|161.45833333333334|0|6.21875|0
0|2020-02-02|0.0|0|0.0|0|197.29166666666666|0|7.40625|0
0|2020-02-03|0.0|0|0.0|0|192.13541666666666|0|12.973958333333334|0
0|2020-02-04|0.0|0|0.0|0|176.25|0|9.041666666666666|0
0|2020-02-05|0.0|0|0.0|0|90.0|0|3.09375|0
0|2020-02-06|0.0|0|0.0|0|87.29166666666667|0|2.9583333333333335|0
0|2020-02-07|0.0|0|0.0|0|138.22916666666666|0|6.75|0
