|dates|Seminole_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seminole_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seminole_Florida_UnitedStates.Male_Total_Population.data|Seminole_Florida_UnitedStates.Male_Total_Population.missing|Seminole_Florida_UnitedStates.Female_Total_Population.data|Seminole_Florida_UnitedStates.Female_Total_Population.missing|Seminole_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Seminole_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|72533.0|0|226010.0|0|241822.0|0|98309.0|0
