|dates|Skagit_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Skagit_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Skagit_Washington_UnitedStates.Male_Total_Population.data|Skagit_Washington_UnitedStates.Male_Total_Population.missing|Skagit_Washington_UnitedStates.Female_Total_Population.data|Skagit_Washington_UnitedStates.Female_Total_Population.missing|Skagit_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Skagit_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26591.0|0|63544.0|0|64662.0|0|27977.0|0
