|dates|Greeley_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Greeley_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Greeley_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Greeley_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Greeley_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Greeley_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Greeley_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Greeley_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-02|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-03|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-04|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-05|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-06|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-07|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-08|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-09|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-10|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-11|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-12|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-13|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-14|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-15|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-16|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-17|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-18|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-19|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-20|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-21|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-22|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-23|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-24|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-25|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-26|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-27|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-28|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-29|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-30|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-01-31|1206.5|0|37.5|0|3.014469453376206|0|1244.0|0
0|2020-02-01|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-02|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-03|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-04|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-05|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-06|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-07|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-08|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-09|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-10|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-11|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-12|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-13|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-14|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-15|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-16|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-17|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-18|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-19|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-20|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-21|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-22|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-23|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-24|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-25|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-26|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-27|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-28|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-02-29|1200.0|0|33.5|0|2.715849209566275|0|1233.5|0
0|2020-03-01|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-02|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-03|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-04|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-05|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-06|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-07|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-08|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-09|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-10|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-11|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-12|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-13|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-14|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-15|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-16|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-17|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-18|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-19|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-20|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-21|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-22|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-23|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-24|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-25|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-26|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-27|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-28|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-29|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-30|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-03-31|1233.5|0|48.0|0|3.7456106125634023|0|1281.5|0
0|2020-04-01|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-02|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-03|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-04|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-05|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-06|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-07|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-08|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-09|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-10|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-11|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-12|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-13|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-14|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-15|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-16|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-17|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-18|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
0|2020-04-19|1244.5|0|57.5|0|4.416282642089094|0|1302.0|0
