|dates|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.data|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.missing|Hillsborough_Florida_UnitedStates.AveragePrecipitation.data|Hillsborough_Florida_UnitedStates.AveragePrecipitation.missing|Hillsborough_Florida_UnitedStates.AverageWindDirection.data|Hillsborough_Florida_UnitedStates.AverageWindDirection.missing|Hillsborough_Florida_UnitedStates.AverageWindSpeed.data|Hillsborough_Florida_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|20.625|0|0.7083333333333334|0
0|2020-01-02|0.0|0|0.0|0|104.375|0|4.166666666666667|0
0|2020-01-03|0.0|0|0.0|0|180.15625|0|9.0|0
0|2020-01-04|0.0|0|0.0|0|248.125|0|9.333333333333334|0
0|2020-01-05|0.0|0|0.0|0|109.47916666666667|0|4.354166666666667|0
0|2020-01-06|0.0|0|0.0|0|19.791666666666668|0|0.21875|0
0|2020-01-07|0.0|0|0.0|0|75.3125|0|1.6458333333333333|0
0|2020-01-08|0.0|0|0.0|0|39.0625|0|2.6770833333333335|0
0|2020-01-09|0.0|0|0.0|0|55.729166666666664|0|4.416666666666667|0
0|2020-01-10|0.0|0|0.0|0|105.0|0|7.041666666666667|0
0|2020-01-11|0.0|0|0.0|0|112.91666666666667|0|6.427083333333333|0
0|2020-01-12|0.0|0|0.0|0|82.5|0|3.1145833333333335|0
0|2020-01-13|0.0|0|0.0|0|50.3125|0|2.34375|0
0|2020-01-14|0.0|0|0.0|0|59.84375|0|1.8072916666666667|0
0|2020-01-15|0.0|0|0.0|0|50.729166666666664|0|0.9270833333333334|0
0|2020-01-16|0.0|0|0.0|0|113.64583333333333|0|2.1354166666666665|0
0|2020-01-17|0.0|0|0.0|0|69.58333333333333|0|7.96875|0
0|2020-01-18|0.0|0|0.0|0|81.77083333333333|0|4.177083333333333|0
0|2020-01-19|0.0|0|0.0|0|171.14583333333334|0|4.729166666666667|0
0|2020-01-20|0.0|0|0.0|0|184.47916666666666|0|6.635416666666667|0
0|2020-01-21|0.0|0|0.0|0|232.08333333333334|0|8.3125|0
0|2020-01-22|0.0|0|0.0|0|222.70833333333334|0|7.598958333333333|0
0|2020-01-23|0.0|0|0.0|0|53.28125|0|5.125|0
0|2020-01-24|0.0|0|0.0|0|125.0|0|4.375|0
0|2020-01-25|0.0|0|0.0|0|191.25|0|4.020833333333333|0
0|2020-01-26|0.0|0|0.0|0|55.625|0|0.7916666666666666|0
0|2020-01-27|0.0|0|0.0|0|55.416666666666664|0|1.5625|0
0|2020-01-28|0.0|0|0.0|0|27.1875|0|3.5104166666666665|0
0|2020-01-29|0.0|0|0.0|0|30.520833333333332|0|1.2604166666666667|0
