|dates|Obion_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Obion_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Obion_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Obion_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Obion_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Obion_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Obion_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Obion_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-02|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-03|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-04|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-05|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-06|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-07|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-08|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-09|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-10|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-11|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-12|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-13|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-14|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-15|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-16|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-17|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-18|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-19|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-20|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-21|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-22|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-23|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-24|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-25|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-26|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-27|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-28|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-29|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-30|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-01-31|11791.0|0|647.0|0|5.201800932625824|0|12438.0|0
0|2020-02-01|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-02|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-03|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-04|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-05|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-06|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-07|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-08|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-09|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-10|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-11|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-12|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-13|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-14|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-15|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-16|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-17|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-18|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-19|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-20|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-21|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-22|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-23|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-24|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-25|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-26|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-27|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-28|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-02-29|11902.5|0|649.0|0|5.170696729474565|0|12551.5|0
0|2020-03-01|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-02|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-03|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-04|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-05|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-06|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-07|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-08|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-09|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-10|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-11|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-12|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-13|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-14|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-15|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-16|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-17|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-18|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-19|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-20|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-21|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-22|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-23|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-24|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-25|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-26|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-27|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-28|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-29|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-30|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-03-31|11893.5|0|627.5|0|5.0115805446849295|0|12521.0|0
0|2020-04-01|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-02|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-03|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-04|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-05|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-06|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-07|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-08|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-09|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-10|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-11|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-12|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-13|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-14|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-15|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-16|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-17|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-18|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-19|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-20|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-21|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-22|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-23|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-24|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-25|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-26|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-27|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-28|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-29|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-04-30|10687.5|0|1275.0|0|10.658307210031348|0|11962.5|0
0|2020-05-01|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-02|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-03|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-04|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-05|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-06|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-07|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-08|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-09|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-10|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-11|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-12|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-13|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-14|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-15|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-16|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-17|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-18|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-19|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-20|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-21|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-22|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-23|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-24|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-25|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-26|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-27|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-28|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-29|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-30|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-05-31|10997.0|0|823.0|0|6.962774957698816|0|11820.0|0
0|2020-06-01|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-02|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-03|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-04|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-05|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-06|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
0|2020-06-07|10793.0|0|934.0|0|7.964526306813337|0|11727.0|0
