|dates|Erath_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Erath_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Erath_Texas_UnitedStates.Male_Total_Population.data|Erath_Texas_UnitedStates.Male_Total_Population.missing|Erath_Texas_UnitedStates.Female_Total_Population.data|Erath_Texas_UnitedStates.Female_Total_Population.missing|Erath_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Erath_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6015.0|0|20784.0|0|21662.0|0|8707.0|0
