|dates|Orange_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Indiana_UnitedStates.Male_Total_Population.data|Orange_Indiana_UnitedStates.Male_Total_Population.missing|Orange_Indiana_UnitedStates.Female_Total_Population.data|Orange_Indiana_UnitedStates.Female_Total_Population.missing|Orange_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3808.0|0|9719.0|0|9770.0|0|4425.0|0
