|dates|Person_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Person_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Person_NorthCarolina_UnitedStates.Male_Total_Population.data|Person_NorthCarolina_UnitedStates.Male_Total_Population.missing|Person_NorthCarolina_UnitedStates.Female_Total_Population.data|Person_NorthCarolina_UnitedStates.Female_Total_Population.missing|Person_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Person_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7725.0|0|19115.0|0|20392.0|0|8260.0|0
