|dates|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleveland_NorthCarolina_UnitedStates.Male_Total_Population.data|Cleveland_NorthCarolina_UnitedStates.Male_Total_Population.missing|Cleveland_NorthCarolina_UnitedStates.Female_Total_Population.data|Cleveland_NorthCarolina_UnitedStates.Female_Total_Population.missing|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18184.0|0|46924.0|0|50721.0|0|21496.0|0
