|dates|Anderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_Tennessee_UnitedStates.Male_Total_Population.data|Anderson_Tennessee_UnitedStates.Male_Total_Population.missing|Anderson_Tennessee_UnitedStates.Female_Total_Population.data|Anderson_Tennessee_UnitedStates.Female_Total_Population.missing|Anderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15356.0|0|37216.0|0|39266.0|0|16078.0|0
